6045, 111111111,0.8, 0.02, 100, 67,1,AFTER
6137, 111111111,0.8, 0.02, 100, 68,1,AFTER
6502, 111111111,1, 0.07, 100, 72,1,AFTER
6594, 111111111,1, 0.07, 100, 73,1,AFTER
8055, 222222222,0.8, 0.02, 200, 89,1,AFTER
8145, 222222222,0.8, 0.02, 200, 90,1,AFTER
8511, 222222222,1, 0.07, 200, 94,1,AFTER
8602, 222222222,1, 0.07, 200, 95,1,AFTER
566, 333333333,0.8, 0.02, 300, 7,1,AFTER
658, 333333333,0.8, 0.02, 300, 8,1,AFTER
1023, 333333333,1, 0.07, 300, 12,1,AFTER
1115, 333333333,1, 0.07, 300, 13,1,AFTER
658, 444444444,0.8, 0.02, 400, 8,1,AFTER
750, 444444444,0.8, 0.02, 400, 9,1,AFTER
1115, 444444444,1, 0.07, 400, 13,1,AFTER
1206, 444444444,1, 0.07, 400, 14,1,AFTER
